Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp
148,Airport,105,Trip Completed,05:36:00,06:46:00
1113,City,105,Trip Completed,20:18:00,20:55:00
1758,Airport,105,Trip Completed,08:44:00,09:19:00
2395,Airport,105,Trip Completed,19:55:00,20:50:00
2708,Airport,105,Trip Completed,01:22:32,02:35:10
2995,City,105,Trip Completed,07:07:32,08:08:45
3993,City,105,Trip Completed,23:31:47,00:14:14
4724,City,105,Trip Completed,13:52:36,14:29:40
5144,Airport,105,Trip Completed,20:21:02,21:16:51
5572,City,105,Trip Completed,05:46:37,06:40:01
5740,Airport,105,Trip Completed,07:50:35,08:58:39
5938,City,105,Trip Completed,10:16:24,11:06:42
6299,City,105,Trip Completed,18:25:54,19:07:36
6695,Airport,105,Trip Completed,22:45:03,00:02:06
507,Airport,106,Trip Completed,09:40:00,10:38:00
1135,Airport,106,Trip Completed,20:37:00,21:29:00
1479,City,106,Trip Completed,05:16:00,05:58:00
3275,City,106,Trip Completed,10:39:32,11:39:21
4078,City,106,Trip Completed,02:10:33,03:05:32
4176,Airport,106,Trip Completed,05:18:01,06:01:38
4776,City,106,Trip Completed,16:16:30,17:31:10
4899,Airport,106,Trip Completed,18:02:51,19:01:55
35,City,107,Trip Completed,02:36:00,03:03:00
161,Airport,107,Trip Completed,05:36:00,06:10:00
831,Airport,107,Trip Completed,17:30:00,18:19:00
1080,Airport,107,Trip Completed,19:59:00,20:38:00
2496,City,107,Trip Completed,20:53:00,21:33:00
3141,City,107,Trip Completed,08:58:47,09:28:32
3297,City,107,Trip Completed,11:37:32,12:14:07
3602,Airport,107,Trip Completed,18:40:02,19:13:36
4150,City,107,Trip Completed,04:51:03,05:50:07
4361,City,107,Trip Completed,07:29:29,08:28:35
4642,City,107,Trip Completed,11:44:26,12:41:11
4752,City,107,Trip Completed,15:19:35,16:11:37
4849,City,107,Trip Completed,17:39:27,18:44:26
6199,City,107,Trip Completed,17:25:23,18:19:03
241,City,108,Trip Completed,06:31:00,07:17:00
1339,Airport,108,Trip Completed,23:25:00,00:32:00
1454,City,108,Trip Completed,04:54:00,06:07:00
4342,City,108,Trip Completed,07:17:09,08:15:45
6766,City,108,Trip Completed,00:06:56,01:10:34
6213,City,108,Trip Completed,17:30:09,18:32:51
41,City,109,Trip Completed,02:47:00,03:23:00
279,Airport,109,Trip Completed,06:58:00,07:47:00
952,City,109,Trip Completed,18:39:00,19:19:00
1200,Airport,109,Trip Completed,21:13:00,22:29:00
1775,City,109,Trip Completed,08:57:00,09:52:00
1953,Airport,109,Trip Completed,11:38:00,12:41:00
3270,City,109,Trip Completed,10:28:01,11:04:59
3497,Airport,109,Trip Completed,17:32:20,18:27:42
3897,Airport,109,Trip Completed,22:00:50,22:37:59
4601,City,109,Trip Completed,10:13:30,10:52:16
4621,Airport,109,Trip Completed,11:02:21,11:46:14
5061,City,109,Trip Completed,19:29:16,20:13:18
5359,City,109,Trip Completed,23:21:57,00:24:00
6179,Airport,109,Trip Completed,16:53:17,18:08:57
469,Airport,110,Trip Completed,09:24:00,10:04:00
914,City,110,Trip Completed,18:17:00,18:58:00
1386,Airport,110,Trip Completed,01:30:00,02:42:00
1935,City,110,Trip Completed,11:16:00,12:17:00
3243,Airport,110,Trip Completed,10:03:58,10:46:44
3449,City,110,Trip Completed,16:52:29,17:21:31
4500,City,110,Trip Completed,09:04:43,10:09:11
5328,Airport,110,Trip Completed,22:10:37,22:51:25
5576,City,110,Trip Completed,05:53:20,06:25:29
6112,Airport,110,Trip Completed,15:06:46,16:12:22
6438,Airport,110,Trip Completed,19:54:08,20:36:23
707,Airport,111,Trip Completed,14:17:00,14:55:00
1136,Airport,111,Trip Completed,20:32:00,21:20:00
2961,Airport,111,Trip Completed,06:48:57,07:47:08
3428,City,111,Trip Completed,15:55:17,16:45:19
4045,Airport,111,Trip Completed,00:56:22,01:22:47
5399,City,111,Trip Completed,00:58:19,02:16:07
5730,City,111,Trip Completed,07:50:12,08:45:09
180,Airport,112,Trip Completed,05:48:00,06:28:00
1694,City,112,Trip Completed,07:54:00,08:48:00
2294,City,112,Trip Completed,18:47:00,19:49:00
3630,City,112,Trip Completed,18:59:56,19:59:30
3978,City,112,Trip Completed,23:18:14,23:46:18
4426,City,112,Trip Completed,08:21:49,09:08:49
5115,Airport,112,Trip Completed,20:03:46,21:08:12
5558,Airport,112,Trip Completed,05:32:12,06:05:55
5827,Airport,112,Trip Completed,08:52:58,09:29:41
6063,Airport,112,Trip Completed,13:48:53,14:19:12
6691,Airport,112,Trip Completed,22:47:31,00:01:05
170,City,113,Trip Completed,05:45:00,06:39:00
1326,Airport,113,Trip Completed,23:06:00,00:07:00
1476,City,113,Trip Completed,05:16:00,06:04:00
2937,Airport,113,Trip Completed,06:27:11,07:15:24
3973,City,113,Trip Completed,22:58:36,23:51:51
4644,City,113,Trip Completed,11:47:32,12:20:33
5086,Airport,113,Trip Completed,19:41:45,21:02:52
6572,Airport,113,Trip Completed,21:11:01,22:02:20
6755,Airport,113,Trip Completed,23:57:32,01:09:24
1483,City,114,Trip Completed,05:22:00,06:22:00
1844,City,114,Trip Completed,09:40:00,10:11:00
2120,Airport,114,Trip Completed,16:44:00,17:33:00
2411,City,114,Trip Completed,20:04:00,20:40:00
2903,Airport,114,Trip Completed,06:00:19,06:40:37
3289,City,114,Trip Completed,11:06:44,11:51:09
3859,Airport,114,Trip Completed,21:38:18,22:28:35
4313,City,114,Trip Completed,06:49:43,07:44:15
5325,City,114,Trip Completed,22:11:41,23:12:36
5906,City,114,Trip Completed,09:56:43,10:29:00
6049,City,114,Trip Completed,13:27:33,14:32:29
664,Airport,115,Trip Completed,12:58:00,14:07:00
750,City,115,Trip Completed,15:52:00,16:27:00
1950,City,115,Trip Completed,11:33:00,12:04:00
2989,Airport,115,Trip Completed,07:08:16,07:42:11
3266,Airport,115,Trip Completed,10:27:47,11:19:30
4358,Airport,115,Trip Completed,07:25:12,08:08:40
4720,Airport,115,Trip Completed,13:48:48,14:41:09
5019,City,115,Trip Completed,19:07:33,19:59:54
5925,City,115,Trip Completed,10:08:04,10:32:39
112,Airport,116,Trip Completed,05:01:00,06:04:00
213,City,116,Trip Completed,06:15:00,06:57:00
1818,Airport,116,Trip Completed,09:29:00,10:38:00
2018,Airport,116,Trip Completed,13:39:00,14:19:00
3231,Airport,116,Trip Completed,09:57:52,10:48:18
3378,Airport,116,Trip Completed,14:19:59,14:58:52
3896,City,116,Trip Completed,21:55:01,22:54:33
4828,City,116,Trip Completed,17:26:14,17:59:47
5944,City,116,Trip Completed,10:23:18,11:33:59
6245,Airport,116,Trip Completed,17:58:28,18:57:00
3957,City,117,Trip Completed,22:42:16,23:43:32
4066,Airport,117,Trip Completed,01:56:01,03:07:14
4691,City,117,Trip Completed,13:01:57,13:54:26
6153,Airport,117,Trip Completed,16:23:13,17:33:03
260,City,118,Trip Completed,06:45:00,07:54:00
1077,Airport,118,Trip Completed,19:55:00,20:44:00
1316,City,118,Trip Completed,22:54:00,23:45:00
1754,City,118,Trip Completed,08:42:00,09:39:00
2086,City,118,Trip Completed,15:44:00,16:30:00
3044,Airport,118,Trip Completed,07:38:41,08:19:23
3295,City,118,Trip Completed,11:32:01,12:15:03
3347,Airport,118,Trip Completed,12:58:15,13:54:49
3801,Airport,118,Trip Completed,20:59:37,21:37:51
4249,City,118,Trip Completed,06:03:18,06:57:26
5096,Airport,118,Trip Completed,19:52:09,20:49:12
5892,City,118,Trip Completed,09:48:14,10:46:16
6281,Airport,118,Trip Completed,18:16:59,19:23:29
6497,City,118,Trip Completed,20:29:43,21:15:32
13,City,119,Trip Completed,01:08:00,01:58:00
1907,City,119,Trip Completed,10:36:00,11:53:00
3074,City,119,Trip Completed,08:03:34,09:11:31
3441,City,119,Trip Completed,16:27:50,17:43:04
3651,City,119,Trip Completed,19:13:47,20:21:51
4093,City,119,Trip Completed,03:06:29,04:03:44
4339,City,119,Trip Completed,07:13:49,07:50:21
4753,City,119,Trip Completed,15:18:12,16:23:40
5933,City,119,Trip Completed,10:12:18,11:01:40
1184,City,120,Trip Completed,21:01:00,22:11:00
1402,Airport,120,Trip Completed,02:48:00,03:48:00
1597,City,120,Trip Completed,06:40:00,07:42:00
2702,City,120,Trip Completed,01:12:24,02:20:13
2996,City,120,Trip Completed,07:13:58,08:10:12
4857,Airport,120,Trip Completed,17:34:19,18:25:16
6661,City,120,Trip Completed,22:20:23,23:21:03
134,Airport,121,Trip Completed,05:13:00,06:14:00
598,City,121,Trip Completed,11:36:00,12:17:00
726,Airport,121,Trip Completed,15:00:00,16:03:00
832,Airport,121,Trip Completed,17:38:00,18:16:00
2065,City,121,Trip Completed,15:06:00,16:10:00
2701,Airport,121,Trip Completed,01:04:42,01:52:45
3429,City,121,Trip Completed,15:59:29,16:58:03
3645,City,121,Trip Completed,19:07:39,20:00:18
4958,City,121,Trip Completed,18:36:12,19:46:51
5474,City,121,Trip Completed,04:45:24,05:52:14
6088,City,121,Trip Completed,14:29:35,15:24:34
6714,Airport,121,Trip Completed,23:12:34,00:04:20
1024,Airport,122,Trip Completed,19:20:00,20:20:00
1452,City,122,Trip Completed,04:52:00,05:41:00
2507,City,122,Trip Completed,21:05:00,21:30:00
3052,Airport,122,Trip Completed,07:43:26,08:53:01
4702,Airport,122,Trip Completed,13:13:14,13:43:14
4830,Airport,122,Trip Completed,17:23:33,18:36:07
5920,Airport,122,Trip Completed,10:06:21,10:41:40
533,Airport,123,Trip Completed,09:55:00,10:58:00
1368,City,123,Trip Completed,00:07:00,00:50:00
2499,Airport,123,Trip Completed,20:55:00,22:03:00
2962,City,123,Trip Completed,06:47:53,07:58:34
3617,Airport,123,Trip Completed,18:55:13,20:07:29
5370,City,123,Trip Completed,23:43:29,00:33:38
47,City,124,Trip Completed,03:22:00,04:35:00
270,City,124,Trip Completed,06:54:00,07:50:00
1007,City,124,Trip Completed,19:14:00,19:46:00
2372,City,124,Trip Completed,19:35:00,20:13:00
3584,Airport,124,Trip Completed,18:29:45,19:37:39
4645,Airport,124,Trip Completed,11:45:40,12:52:26
5219,City,124,Trip Completed,21:00:35,22:05:19
5559,Airport,124,Trip Completed,05:39:41,06:52:07
631,Airport,125,Trip Completed,12:19:00,13:28:00
775,City,125,Trip Completed,16:29:00,17:35:00
1006,Airport,125,Trip Completed,19:08:00,19:40:00
1995,City,125,Trip Completed,12:51:00,14:01:00
2248,City,125,Trip Completed,18:23:00,19:01:00
2540,Airport,125,Trip Completed,21:15:00,22:01:00
3037,Airport,125,Trip Completed,07:33:22,08:27:04
3419,Airport,125,Trip Completed,15:42:30,16:10:35
3987,City,125,Trip Completed,23:18:16,23:57:04
4458,City,125,Trip Completed,08:38:20,09:44:43
4987,Airport,125,Trip Completed,18:46:09,19:52:35
5868,City,125,Trip Completed,09:16:06,10:34:41
6413,Airport,125,Trip Completed,19:40:26,20:18:14
6533,City,125,Trip Completed,20:52:48,21:25:25
90,Airport,126,Trip Completed,04:53:00,05:34:00
532,City,126,Trip Completed,09:53:00,11:11:00
1110,City,126,Trip Completed,20:17:00,21:30:00
1759,Airport,126,Trip Completed,08:46:00,09:56:00
2147,City,126,Trip Completed,17:21:00,18:27:00
3254,Airport,126,Trip Completed,10:11:48,11:06:30
3381,Airport,126,Trip Completed,14:25:14,15:15:11
3656,City,126,Trip Completed,19:11:20,20:32:31
3948,Airport,126,Trip Completed,22:37:48,23:13:03
4520,City,126,Trip Completed,09:23:37,10:19:52
4723,Airport,126,Trip Completed,13:50:06,14:36:31
5176,City,126,Trip Completed,20:37:58,21:38:02
6338,City,126,Trip Completed,18:46:41,19:52:54
6557,Airport,126,Trip Completed,21:00:35,21:40:52
504,City,127,Trip Completed,09:40:00,10:48:00
640,Airport,127,Trip Completed,12:27:00,13:39:00
1206,City,127,Trip Completed,21:24:00,22:14:00
1851,Airport,127,Trip Completed,09:48:00,10:58:00
2412,Airport,127,Trip Completed,19:59:00,20:58:00
3300,Airport,127,Trip Completed,11:42:51,12:50:23
3648,City,127,Trip Completed,19:13:25,19:58:54
6020,City,127,Trip Completed,12:46:16,13:25:19
6682,City,127,Trip Completed,22:35:23,23:03:53
878,City,128,Trip Completed,18:09:00,18:49:00
1014,Airport,128,Trip Completed,19:14:00,20:06:00
1628,Airport,128,Trip Completed,07:05:00,08:17:00
2416,City,128,Trip Completed,20:06:00,21:09:00
2974,Airport,128,Trip Completed,06:46:54,08:04:32
3273,Airport,128,Trip Completed,10:38:37,11:15:05
4210,City,128,Trip Completed,05:38:07,06:44:04
4454,City,128,Trip Completed,08:32:04,09:21:26
4732,Airport,128,Trip Completed,14:13:45,15:12:03
5024,City,128,Trip Completed,19:09:39,20:20:11
5799,Airport,128,Trip Completed,08:41:47,09:11:50
6676,Airport,128,Trip Completed,22:25:17,23:43:26
343,City,129,Trip Completed,07:57:00,08:55:00
1002,Airport,129,Trip Completed,19:14:00,20:01:00
1571,Airport,129,Trip Completed,06:28:00,07:41:00
1954,Airport,129,Trip Completed,11:43:00,12:08:00
3436,Airport,129,Trip Completed,16:11:34,17:07:29
5193,Airport,129,Trip Completed,20:45:13,21:30:32
5555,City,129,Trip Completed,05:44:27,06:28:13
5674,Airport,129,Trip Completed,07:06:23,07:47:08
6596,City,129,Trip Completed,21:33:21,22:22:03
123,City,130,Trip Completed,05:12:00,06:14:00
479,Airport,130,Trip Completed,09:27:00,10:44:00
657,City,130,Trip Completed,12:55:00,13:46:00
975,Airport,130,Trip Completed,18:54:00,20:05:00
1307,Airport,130,Trip Completed,22:42:00,23:07:00
1672,City,130,Trip Completed,07:37:00,08:13:00
1942,Airport,130,Trip Completed,11:26:00,12:27:00
3382,City,130,Trip Completed,14:24:58,15:19:21
4284,Airport,130,Trip Completed,06:33:45,07:10:54
6734,Airport,130,Trip Completed,23:37:11,00:25:19
281,City,131,Trip Completed,07:01:00,08:10:00
1902,City,131,Trip Completed,10:34:00,11:46:00
2691,Airport,131,Trip Completed,00:44:02,01:41:13
4430,City,131,Trip Completed,08:21:08,08:58:13
4779,City,131,Trip Completed,16:31:49,16:59:30
5097,City,131,Trip Completed,19:52:18,20:49:31
405,City,132,Trip Completed,08:29:00,09:35:00
585,City,132,Trip Completed,11:16:00,11:57:00
729,Airport,132,Trip Completed,15:14:00,15:50:00
1046,Airport,132,Trip Completed,19:31:00,20:12:00
1663,Airport,132,Trip Completed,07:33:00,08:21:00
4027,City,132,Trip Completed,00:07:58,01:25:16
2876,City,132,Trip Completed,05:49:57,06:27:39
3767,Airport,132,Trip Completed,20:35:07,21:09:11
5948,City,132,Trip Completed,10:36:47,11:36:14
6027,Airport,132,Trip Completed,12:46:48,13:36:00
701,City,133,Trip Completed,14:01:00,15:00:00
1529,City,133,Trip Completed,05:56:00,06:49:00
2060,Airport,133,Trip Completed,15:04:00,15:37:00
2262,City,133,Trip Completed,18:30:00,18:59:00
4425,City,133,Trip Completed,08:24:55,08:58:52
4710,City,133,Trip Completed,13:26:42,13:58:09
5732,Airport,133,Trip Completed,07:47:52,08:21:15
142,City,134,Trip Completed,05:25:00,06:19:00
430,City,134,Trip Completed,08:49:00,09:47:00
612,Airport,134,Trip Completed,11:47:00,12:37:00
927,Airport,134,Trip Completed,18:22:00,18:59:00
1010,City,134,Trip Completed,19:14:00,20:09:00
1845,Airport,134,Trip Completed,09:41:00,10:52:00
2234,Airport,134,Trip Completed,18:19:00,19:03:00
2633,Airport,134,Trip Completed,22:18:00,23:06:00
4012,Airport,134,Trip Completed,23:54:19,00:37:22
5039,City,134,Trip Completed,19:20:34,19:53:53
6760,Airport,134,Trip Completed,00:03:52,00:47:44
5681,City,134,Trip Completed,07:17:21,07:48:28
6253,Airport,134,Trip Completed,18:01:55,18:57:17
6558,Airport,134,Trip Completed,21:05:27,22:05:47
565,City,135,Trip Completed,10:19:00,11:26:00
599,Airport,135,Trip Completed,11:38:00,12:45:00
1772,Airport,135,Trip Completed,08:54:00,09:32:00
3357,Airport,135,Trip Completed,13:27:44,14:15:43
4408,City,135,Trip Completed,08:02:46,08:40:21
1363,Airport,136,Trip Completed,00:00:00,01:11:00
625,Airport,136,Trip Completed,12:05:00,13:15:00
1636,Airport,136,Trip Completed,07:17:00,07:47:00
2253,Airport,136,Trip Completed,18:22:00,19:31:00
3471,Airport,136,Trip Completed,17:13:14,18:22:53
4402,City,136,Trip Completed,08:04:44,09:10:17
458,Airport,137,Trip Completed,09:12:00,10:24:00
681,City,137,Trip Completed,13:32:00,14:18:00
1084,Airport,137,Trip Completed,19:59:00,20:33:00
1896,Airport,137,Trip Completed,10:23:00,11:25:00
3132,Airport,137,Trip Completed,08:43:36,09:54:19
3940,City,137,Trip Completed,22:23:42,23:09:05
4943,Airport,137,Trip Completed,18:27:08,19:22:11
5537,Airport,137,Trip Completed,05:28:13,05:55:18
6310,City,137,Trip Completed,18:25:32,19:01:48
6587,Airport,137,Trip Completed,21:24:21,22:03:39
6756,City,137,Trip Completed,23:57:25,00:51:09
97,City,138,Trip Completed,05:01:00,05:39:00
1266,Airport,138,Trip Completed,22:00:00,22:55:00
2118,Airport,138,Trip Completed,16:41:00,17:49:00
2906,Airport,138,Trip Completed,06:09:40,07:16:02
3432,Airport,138,Trip Completed,16:07:50,17:02:17
5921,City,138,Trip Completed,10:04:07,10:42:07
6192,Airport,138,Trip Completed,17:12:21,18:20:41
6705,Airport,138,Trip Completed,22:57:10,00:09:36
242,Airport,139,Trip Completed,06:31:00,07:21:00
1359,City,139,Trip Completed,23:51:00,00:50:00
1865,Airport,139,Trip Completed,09:50:00,10:58:00
2024,Airport,139,Trip Completed,13:55:00,14:32:00
2768,Airport,139,Trip Completed,04:17:53,04:45:45
3067,City,139,Trip Completed,07:59:39,09:01:06
3316,Airport,139,Trip Completed,12:02:32,13:02:04
4084,Airport,139,Trip Completed,02:44:19,03:44:02
4858,City,139,Trip Completed,17:33:22,18:12:23
5566,Airport,139,Trip Completed,05:43:35,06:59:52
6384,Airport,139,Trip Completed,19:21:28,20:26:09
2001,Airport,140,Trip Completed,13:01:00,14:00:00
3483,City,140,Trip Completed,17:23:24,18:36:41
3990,Airport,140,Trip Completed,23:20:17,23:50:57
4531,City,140,Trip Completed,09:29:03,10:30:52
5518,City,140,Trip Completed,05:15:31,06:16:58
5869,City,140,Trip Completed,09:22:44,10:11:52
60,City,141,Trip Completed,03:57:00,04:46:00
282,City,141,Trip Completed,06:56:00,08:11:00
1614,Airport,141,Trip Completed,06:55:00,07:30:00
2331,Airport,141,Trip Completed,19:13:00,20:28:00
2825,Airport,141,Trip Completed,05:14:11,05:51:59
3411,Airport,141,Trip Completed,15:28:43,16:36:40
4143,Airport,141,Trip Completed,04:51:04,05:40:46
4637,City,141,Trip Completed,11:29:06,12:16:28
4729,Airport,141,Trip Completed,14:04:28,15:11:08
5318,Airport,141,Trip Completed,22:08:44,22:58:08
6619,City,141,Trip Completed,21:52:30,22:46:08
444,Airport,142,Trip Completed,09:09:00,09:52:00
1260,Airport,142,Trip Completed,21:59:00,23:10:00
1976,Airport,142,Trip Completed,12:18:00,13:30:00
2096,Airport,142,Trip Completed,16:01:00,17:04:00
2732,City,142,Trip Completed,02:33:50,03:38:59
5383,City,142,Trip Completed,00:03:46,00:34:07
4156,City,142,Trip Completed,05:07:48,06:06:59
4761,City,142,Trip Completed,15:31:28,15:52:43
6446,Airport,142,Trip Completed,20:02:19,20:53:07
6610,City,142,Trip Completed,21:49:16,23:01:42
638,City,143,Trip Completed,12:30:00,13:14:00
1644,Airport,143,Trip Completed,07:16:00,07:58:00
2040,Airport,143,Trip Completed,14:25:00,14:57:00
2794,City,143,Trip Completed,04:55:18,06:01:54
3172,Airport,143,Trip Completed,09:13:30,10:24:06
6559,Airport,143,Trip Completed,21:00:38,21:58:22
243,City,144,Trip Completed,06:34:00,07:09:00
296,Airport,144,Trip Completed,07:12:00,07:54:00
677,City,144,Trip Completed,13:26:00,13:58:00
1360,City,144,Trip Completed,23:54:00,01:09:00
1916,Airport,144,Trip Completed,10:43:00,11:11:00
2397,City,144,Trip Completed,19:45:00,20:19:00
3624,Airport,144,Trip Completed,18:52:47,19:54:38
4799,City,144,Trip Completed,16:56:18,17:48:47
5241,City,144,Trip Completed,21:13:16,21:42:26
6380,Airport,144,Trip Completed,19:19:21,20:25:19
998,Airport,145,Trip Completed,19:01:00,19:48:00
1281,Airport,145,Trip Completed,22:12:00,22:51:00
2045,Airport,145,Trip Completed,14:43:00,15:06:00
2424,City,145,Trip Completed,20:03:00,21:04:00
3162,Airport,145,Trip Completed,09:11:48,09:38:07
3222,City,145,Trip Completed,09:51:05,10:54:06
4098,City,145,Trip Completed,03:11:51,03:59:55
4905,Airport,145,Trip Completed,18:00:53,18:41:20
5622,Airport,145,Trip Completed,06:27:02,07:38:28
318,City,146,Trip Completed,07:28:00,08:43:00
557,City,146,Trip Completed,10:15:00,11:10:00
2034,Airport,146,Trip Completed,14:16:00,15:20:00
2392,City,146,Trip Completed,19:50:00,21:04:00
4542,Airport,146,Trip Completed,09:40:19,10:08:27
5500,City,146,Trip Completed,05:00:18,06:04:42
6382,Airport,146,Trip Completed,19:15:16,20:28:29
6575,City,146,Trip Completed,21:18:53,21:58:24
1827,Airport,147,Trip Completed,09:35:00,10:24:00
2095,City,147,Trip Completed,15:56:00,16:43:00
3092,Airport,147,Trip Completed,08:15:35,08:50:48
4813,City,147,Trip Completed,17:17:11,18:18:41
5164,City,147,Trip Completed,20:25:24,20:54:03
6702,City,147,Trip Completed,22:47:49,23:27:26
429,City,148,Trip Completed,08:54:00,09:47:00
2681,Airport,148,Trip Completed,00:10:00,01:06:00
3160,City,148,Trip Completed,09:11:21,09:35:55
3400,City,148,Trip Completed,15:04:14,16:09:31
3889,Airport,148,Trip Completed,21:53:41,22:32:43
4151,City,148,Trip Completed,04:58:39,06:08:38
4738,Airport,148,Trip Completed,14:44:09,15:58:17
4963,Airport,148,Trip Completed,18:35:15,19:50:38
311,Airport,149,Trip Completed,07:27:00,08:08:00
928,City,149,Trip Completed,18:29:00,19:15:00
1468,City,149,Trip Completed,05:09:00,06:06:00
2677,City,149,Trip Completed,23:54:00,00:31:24
2916,City,149,Trip Completed,06:12:41,07:23:57
4663,City,149,Trip Completed,12:16:57,12:59:56
6741,City,149,Trip Completed,23:42:11,00:09:09
48,City,150,Trip Completed,03:14:00,04:19:00
838,City,150,Trip Completed,17:43:00,18:41:00
1657,Airport,150,Trip Completed,07:29:00,08:12:00
2032,Airport,150,Trip Completed,14:14:00,15:20:00
3507,City,150,Trip Completed,17:38:09,18:21:38
3780,City,150,Trip Completed,20:45:38,21:27:07
6180,City,150,Trip Completed,17:02:22,17:48:25
6615,City,150,Trip Completed,21:46:01,22:22:19
797,City,151,Trip Completed,17:16:00,18:12:00
1564,City,151,Trip Completed,06:18:00,07:14:00
2075,City,151,Trip Completed,15:31:00,16:47:00
2822,City,151,Trip Completed,05:14:57,05:50:39
3387,City,151,Trip Completed,14:36:48,15:22:23
4315,City,151,Trip Completed,06:46:52,07:33:32
5549,Airport,151,Trip Completed,05:29:41,06:15:39
6284,City,151,Trip Completed,18:18:32,19:10:07
6403,Airport,151,Trip Completed,19:25:57,20:15:49
6684,Airport,151,Trip Completed,22:34:04,23:27:31
451,City,152,Trip Completed,09:10:00,10:10:00
588,City,152,Trip Completed,11:20:00,11:53:00
671,Airport,152,Trip Completed,13:16:00,14:08:00
1369,Airport,152,Trip Completed,00:15:00,00:53:00
1688,City,152,Trip Completed,07:51:00,08:21:00
2861,City,152,Trip Completed,05:38:59,06:49:02
3354,City,152,Trip Completed,13:25:02,14:39:48
5141,Airport,152,Trip Completed,20:15:33,21:00:35
5460,Airport,152,Trip Completed,04:06:50,04:52:36
5904,City,152,Trip Completed,10:00:46,10:34:28
5973,Airport,152,Trip Completed,11:10:28,12:12:23
704,Airport,153,Trip Completed,14:12:00,15:06:00
785,City,153,Trip Completed,16:49:00,17:24:00
2631,Airport,153,Trip Completed,22:18:00,23:07:00
2911,Airport,153,Trip Completed,06:09:39,06:59:42
3360,Airport,153,Trip Completed,13:37:08,14:20:54
3667,Airport,153,Trip Completed,19:23:18,20:11:22
4624,Airport,153,Trip Completed,11:05:37,11:53:49
604,City,154,Trip Completed,11:44:00,12:49:00
1464,Airport,154,Trip Completed,05:03:00,06:03:00
1810,City,154,Trip Completed,09:18:00,09:54:00
2009,City,154,Trip Completed,13:25:00,14:33:00
2166,City,154,Trip Completed,17:30:00,18:35:00
5379,City,154,Trip Completed,23:51:31,01:04:40
1367,City,155,Trip Completed,00:05:00,01:06:00
447,City,155,Trip Completed,09:07:00,09:57:00
1682,City,155,Trip Completed,07:47:00,08:38:00
2043,Airport,155,Trip Completed,14:30:00,15:21:00
2796,Airport,155,Trip Completed,04:49:07,05:29:40
3945,City,155,Trip Completed,22:33:31,23:16:43
4196,City,155,Trip Completed,05:29:40,06:36:39
5174,City,155,Trip Completed,20:29:43,21:24:38
5480,City,155,Trip Completed,04:51:02,06:03:45
5883,Airport,155,Trip Completed,09:39:54,10:48:56
6013,Airport,155,Trip Completed,12:26:51,13:03:34
438,City,156,Trip Completed,09:05:00,10:14:00
636,City,156,Trip Completed,12:25:00,13:09:00
1938,Airport,156,Trip Completed,11:21:00,12:03:00
2129,Airport,156,Trip Completed,17:06:00,18:18:00
3337,Airport,156,Trip Completed,12:42:45,13:50:52
3472,City,156,Trip Completed,17:16:47,18:06:23
3991,City,156,Trip Completed,23:24:37,00:06:50
4221,Airport,156,Trip Completed,05:46:40,06:35:16
5719,Airport,156,Trip Completed,07:45:50,08:21:28
143,Airport,157,Trip Completed,05:24:00,06:01:00
784,City,157,Trip Completed,16:50:00,17:23:00
1020,Airport,157,Trip Completed,19:17:00,20:08:00
2934,City,157,Trip Completed,06:28:12,07:10:08
4073,City,157,Trip Completed,02:10:36,02:54:21
4751,City,157,Trip Completed,15:18:31,16:12:44
5275,City,157,Trip Completed,21:38:10,22:21:52
1262,Airport,158,Trip Completed,22:00:00,23:04:00
1600,City,158,Trip Completed,06:39:00,07:13:00
2016,City,158,Trip Completed,13:34:00,14:36:00
2370,Airport,158,Trip Completed,19:37:00,20:11:00
3192,Airport,158,Trip Completed,09:32:25,10:42:22
3367,Airport,158,Trip Completed,13:51:00,14:29:30
3952,City,158,Trip Completed,22:45:09,23:41:02
4517,Airport,158,Trip Completed,09:22:47,10:04:44
4944,City,158,Trip Completed,18:33:03,19:04:51
6037,Airport,158,Trip Completed,13:03:25,14:01:33
6385,Airport,158,Trip Completed,19:19:47,20:21:00
398,City,159,Trip Completed,08:26:00,09:32:00
2163,Airport,159,Trip Completed,17:30:00,18:07:00
3985,Airport,159,Trip Completed,23:15:18,00:33:31
4780,City,159,Trip Completed,16:29:40,16:58:40
5453,City,159,Trip Completed,03:38:02,04:28:09
5807,City,159,Trip Completed,08:41:35,09:11:58
6074,Airport,159,Trip Completed,14:07:10,14:56:19
6651,City,159,Trip Completed,22:06:53,22:46:22
223,Airport,160,Trip Completed,06:13:00,07:05:00
680,City,160,Trip Completed,13:30:00,14:38:00
887,Airport,160,Trip Completed,18:10:00,18:47:00
1689,Airport,160,Trip Completed,07:51:00,08:32:00
1939,City,160,Trip Completed,11:18:00,11:54:00
2182,City,160,Trip Completed,17:42:00,18:30:00
3223,Airport,160,Trip Completed,09:48:30,10:31:41
3819,Airport,160,Trip Completed,21:08:10,21:48:44
4823,Airport,160,Trip Completed,17:22:20,18:38:29
5431,Airport,160,Trip Completed,02:38:30,03:23:54
6353,Airport,160,Trip Completed,18:57:01,19:27:57
163,City,161,Trip Completed,05:35:00,06:49:00
706,Airport,161,Trip Completed,14:12:00,15:27:00
1214,Airport,161,Trip Completed,21:30:00,21:57:00
1399,City,161,Trip Completed,02:35:00,03:42:00
